rank,avg_score,funny,think,text,synthetic_query,openalex_id,doi,publication_year,justification
1369,1.5,1,2,Seasonal Dispersion of Overlapping Mountain Sheep Ewe Groups,The Statistical Allegiance of Sheep to Dodecagonal Cyclonic Boundaries,https://openalex.org/W2329048915,https://doi.org/10.2307/3801922,1986,"The title suggests a study on mountain sheep, which is straightforward and lacks humor. It does touch on interesting ecological aspects."
1370,1.5,1,2,Gregarious behaviour in a salamander: attraction to conspecific chemical cues in burrow choice,Salamander Salsa: An Ethological Examination of Amphibian Dance Movements,https://openalex.org/W2038812407,https://doi.org/10.1007/s00265-005-0130-8,2006,"The title suggests a straightforward study on salamander behavior, lacking humor but touching on interesting ecological interactions."
1371,1.5,1,2,STUDIES OF COURTSHIP BEHAVIOR IN PLETHODONTID SALAMANDERS: A REVIEW,Salamander Salsa: An Ethological Examination of Amphibian Dance Movements,https://openalex.org/W2511347864,,1993,"The review of courtship behavior in salamanders is serious and lacks humor, but it does provide insight into animal behavior."
1372,1.5,1,2,Variation and Change in the Realisation of /r/ in an Isolated Northumbrian Dialect,The Quintessential Quack: A Deep Dive into Duckling Dialect Development,https://openalex.org/W2734481306,https://doi.org/10.1017/9781316162477.006,2017,"The title suggests a straightforward study on dialect variation, lacking humor but touching on interesting linguistic aspects."
1373,1.5,1,2,Sublethal effects of imidacloprid on the burrowing behaviour of two earthworm species: Modifications of the 3D burrow systems in artificial cores and consequences on gas diffusion in soil,Can Earthworms Hear Jazz? Soil-Substrate Vibration and Annelid Auditory Senses,https://openalex.org/W2013690499,https://doi.org/10.1016/j.soilbio.2005.05.014,2005,"The study of earthworm behavior under pesticide exposure is serious and lacks humor, but it does raise important ecological questions."
1374,1.5,1,2,Gut load and transit time in the earthworm Eisenia foetida,Can Earthworms Hear Jazz? Soil-Substrate Vibration and Annelid Auditory Senses,https://openalex.org/W4378438290,https://doi.org/10.1016/s0031-4056(23)03671-5,1981,"Gut load and transit time in earthworms is a straightforward biological study with little inherent humor, though it does provoke curiosity about earthworm physiology."
1375,1.5,1,2,"Tactile and chemical perception in earthworms —I. Responses to touch, sodium chloride, quinine and sugars",Can Earthworms Hear Jazz? Soil-Substrate Vibration and Annelid Auditory Senses,https://openalex.org/W1994053606,https://doi.org/10.1016/0010-406x(60)90047-5,1960,The research on tactile and chemical perception in earthworms is scientifically relevant but lacks humor.
1376,1.5,1,2,NATURAL SELECTION AND SPECIALIZED CHORUSING BEHAVIOR IN ACOUSTICAL INSECTS,Grasshopper Karaoke: Melodic Variations in Nighttime Insect Choruses,https://openalex.org/W2483927846,https://doi.org/10.1016/b978-0-12-556550-9.50013-3,1975,The study of acoustical insects lacks humor and is more focused on serious ecological research.
1377,1.5,1,2,"Emotions in goats: mapping physiological, behavioural and vocal profiles",Platypus Poetry: An Emotional Analysis of Monotreme Sonnet Recitation,https://openalex.org/W2024320132,https://doi.org/10.1016/j.anbehav.2014.11.002,2014,"The study of emotions in goats is serious and lacks humor, although it does raise interesting questions about animal emotions."
1378,1.5,1,2,Selection and acceptance of flavours in concentrate diets for stabled horses,Verging on Veggies: A Psychological Profile of Large Carnivore Plant Tasting,https://openalex.org/W2007531421,https://doi.org/10.1016/j.applanim.2005.04.007,2005,"The title is straightforward and lacks humor or absurdity. It may have some scientific merit, but it does not provoke much curiosity."
1379,1.5,1,2,Temporal Patterns in Primate Leaf Eating: The Possible Role of Leaf Chemistry,Verging on Veggies: A Psychological Profile of Large Carnivore Plant Tasting,https://openalex.org/W2011400363,https://doi.org/10.1159/000156820,1994,"Similar to paper 3, this title suggests a serious study without any humorous or absurd elements, making it less engaging."
1380,1.5,1,2,Metabolic stress of endurance swimming in the laboratory rat.,Synchronized Squirrel Swimming: Poddy Sports Science in Rodents,https://openalex.org/W2122193788,https://doi.org/10.1152/jappl.1967.22.1.50,1967,"The title indicates a serious study of metabolic stress in rats, which is not inherently funny or absurd."
1381,1.5,1,2,Body temperature and oxygen uptake in warm- and cold-adapted rats during swimming,Synchronized Squirrel Swimming: Poddy Sports Science in Rodents,https://openalex.org/W2409290153,https://doi.org/10.1152/jappl.1970.29.2.150,1970,"This paper appears to be a straightforward physiological study, lacking humor or absurdity."
1382,1.5,1,2,Cloning and establishment of a line of rats for high levels of voluntary wheel running,Synchronized Squirrel Swimming: Poddy Sports Science in Rodents,https://openalex.org/W2008366420,https://doi.org/10.1016/j.lfs.2004.10.074,2005,"The title suggests a technical study on cloning rats for running, which is not humorous or absurd."
1383,1.5,1,2,Assessing the role of long-distance translocation and spatial heterogeneity in the raccoon rabies epidemic in Connecticut,The Inconsequential Consequences of Raccoon Intrusions on Urban Election Polls,https://openalex.org/W2097904929,https://doi.org/10.1016/j.prevetmed.2005.07.009,2005,"The title suggests a serious epidemiological study on raccoon rabies, lacking humor or absurdity."
1384,1.5,1,2,Positioning Yoga: Balancing Acts Across Cultures,Flamingo Yoga: The Balance of One-Legged Stance and Inner Peace,https://openalex.org/W618146964,,2004,"The title suggests a serious exploration of yoga across cultures, lacking humor or absurdity."
1385,1.5,1,2,"Decolonizing yoga: Authenticity narratives, social feelings & subversion in modern postural yoga",Flamingo Yoga: The Balance of One-Legged Stance and Inner Peace,https://openalex.org/W2521623826,,2015,"The title suggests a serious academic exploration of yoga narratives, lacking humor or absurdity."
1386,1.5,1,2,A model for madness?,Inside the Feline Mind: Dream Interpretation for Sleeping Lions,https://openalex.org/W2045482306,https://doi.org/10.1038/430021a,2004,"The title suggests a potentially humorous take on madness, but without an abstract, it's hard to assess the content for humor or thought-provoking insights."
1387,1.5,1,2,An Evaluation of Knowledge Base Systems for Large OWL Datasets,Owl-Span Coordination: The Role of Wing Extensions in Avian Traffic Management,https://openalex.org/W4256668029,https://doi.org/10.21236/ada451855,2004,"The title suggests a technical paper that may not be humorous, but it could provoke thought about knowledge systems."
1388,1.5,1,2,"COBieOWL, an OWL Ontology Based on COBie Standard",Owl-Span Coordination: The Role of Wing Extensions in Avian Traffic Management,https://openalex.org/W2295462604,https://doi.org/10.1007/978-3-319-26148-5_24,2015,The title suggests a technical ontology that is not humorous but may provoke thought about data organization.
1389,1.5,1,2,23 Cross-Fostering and Short-Term Pouch Young Isolation in Macropodoid Marsupials: Implications for Conservation and Species Management,Kangaroo Parenting: Pouch Ergonomics in Marsupial Family Dynamics,https://openalex.org/W1847985328,https://doi.org/10.1071/978064309818325.263.278.2010.25,2010,"The title suggests a collection of serious topics, which doesn't lend itself to humor or significant scientific insight."
1390,1.5,1,2,Free-Running Locomotor Rhythms of Feeding-Entrained Goldfish : COMMUNICATION : Behavior Biology,Quantifying the Disco Fever: Rhythmic Movements in Goldfish,https://openalex.org/W249585970,https://doi.org/10.5281/zenodo.15997001,1989,The title suggests a routine study without humor or significant insight.
1391,1.5,1,2,2. Dolphin Social Complexity: Lessons from Long-Term Study and Life History,The Role of Scented Candles in Dolphin Courtship Displays,https://openalex.org/W2500333127,https://doi.org/10.4159/harvard.9780674419131.c4,2003,"The title suggests a serious study of dolphin social complexity, lacking humor but offering some insight."
1392,1.5,1,2,Revisiting the behavioural framework of feeding in predatory aquatic mammals,The Role of Scented Candles in Dolphin Courtship Displays,https://openalex.org/W2758304852,https://doi.org/10.1098/rspb.2017.1035,2017,"This paper appears to be serious in nature, discussing feeding behavior in aquatic mammals without humor."
1393,1.5,1,2,"Gray squirrel density, habitat suitability, and behavior in urban parks",Behavioral Analysis of Squirrels in Urban vs. Rural Environments: A Case for Fast Food Influence,https://openalex.org/W2099411728,https://doi.org/10.1007/s11252-008-0060-0,2008,"The research on gray squirrels in urban parks is not particularly humorous, but it does provide insight into wildlife behavior in urban settings."
1394,1.5,1,2,Urban landscape characteristics correlated with the synurbization of wildlife,Behavioral Analysis of Squirrels in Urban vs. Rural Environments: A Case for Fast Food Influence,https://openalex.org/W1991801552,https://doi.org/10.1016/j.landurbplan.2012.04.003,2012,"Similar to the previous paper, this research on urban wildlife is straightforward and lacks humor, but it does contribute to understanding wildlife adaptation."
1395,1.5,1,2,Gut load and transit time in the earthworm Eisenia foetida,The Diurnal Patterns of Snoring in Earthworms,https://openalex.org/W4378438290,https://doi.org/10.1016/s0031-4056(23)03671-5,1981,"The study of gut load in earthworms is straightforward and lacks humor, but it contributes to understanding earthworm biology."
1396,1.5,1,2,Dynamic study of the burrowing behaviour of Aporrectodea nocturna and Allolobophora chlorotica : interactions between earthworms and spatial avoidance of burrows,The Diurnal Patterns of Snoring in Earthworms,https://openalex.org/W2012673541,https://doi.org/10.1007/s003740000327,2001,"The research on earthworm burrowing behavior is serious and lacks humor, but it does provide insights into their ecological role."
1397,1.5,1,2,Persistent Rhythms of Activity and O₂-Consumition in the Earthworm,The Diurnal Patterns of Snoring in Earthworms,https://openalex.org/W2257050671,https://doi.org/10.1086/physzool.30.1.30166307,1957,"The study of earthworm activity rhythms is straightforward and lacks humor, but it contributes to understanding their physiology."
1398,1.5,1,2,Biology and Ecology of Agriolimax reticulatus (Mull.) and Other Slugs: Spatial Distribution,Volcanic Activity and Its Impact on Slug Productivity,https://openalex.org/W1993029261,https://doi.org/10.2307/2657,1965,This paper appears to be a straightforward ecological study with little humor.
